name,state,total_population,median_household_income,gross_rent,median_home_value,total_in_labor_workforce,total_not_in_labor_workforce,total_education,education_no_hs,education_hs,education_associates,education_bachelors,education_graduate,total_occupancy_status,occupancy_status_occupied,occupancy_status_vacant,total_home_tenure,home_tenure_owner_occupied,home_tenure_renter_occupied,reporting_date,region_type,city
ZCTA5 32757,12,26679,56206,1036,205800,22749,10343,20462,2240,5930,6295,3584,2413,13266,11303,1963,11303,7884,3419,2018-01-01,zipcode,Mount dora
ZCTA5 32759,12,2787,32456,833,160100,2453,1575,2342,348,956,724,248,66,1551,1228,323,1228,902,326,2018-01-01,zipcode,Oak hill
ZCTA5 32763,12,23098,44390,1110,114400,18935,8500,16650,1748,5982,5843,1978,1099,10248,8996,1252,8996,5599,3397,2018-01-01,zipcode,Orange city
ZCTA5 32764,12,3188,61667,986,214800,2889,1227,2549,299,966,864,306,114,1516,1202,314,1202,1083,119,2018-01-01,zipcode,Osteen
ZCTA5 32765,12,65151,77074,1384,270300,51938,17846,40918,1598,7031,13640,11714,6935,22859,21128,1731,21128,14752,6376,2018-01-01,zipcode,Oviedo
ZCTA5 32766,12,17252,104938,1696,322500,13045,4848,11001,534,1984,3143,3171,2169,5420,5134,286,5134,4517,617,2018-01-01,zipcode,Oviedo
ZCTA5 32767,12,3273,47531,850,93500,2668,1028,2220,495,1079,584,33,29,1433,1063,370,1063,845,218,2018-01-01,zipcode,Paisley
ZCTA5 32771,12,54980,56934,1143,185900,42273,14017,36820,3195,9257,12971,7716,3681,22685,19336,3349,19336,11541,7795,2018-01-01,zipcode,Sanford
ZCTA5 32773,12,30955,44804,1053,124600,24173,9002,20851,2112,7157,7211,3351,1020,13195,11056,2139,11056,6531,4525,2018-01-01,zipcode,Sanford
ZCTA5 32776,12,12416,79602,1309,215400,9742,3185,8596,723,2494,3373,1301,705,4127,3966,161,3966,3316,650,2018-01-01,zipcode,Sorrento
ZCTA5 32778,12,21406,45828,944,135400,18082,9679,16303,1767,5853,5224,2284,1175,11244,9082,2162,9082,6824,2258,2018-01-01,zipcode,Tavares
ZCTA5 32779,12,29737,91996,1384,310400,23942,8986,21184,528,3316,6353,7077,3910,11429,10777,652,10777,8772,2005,2018-01-01,zipcode,Longwood
ZCTA5 32780,12,35399,48531,904,151200,30176,14640,27051,2406,8062,9545,4827,2211,20077,15260,4817,15260,10602,4658,2018-01-01,zipcode,Titusville
ZCTA5 32784,12,12313,45320,727,132600,9800,4564,8315,1471,2593,3014,661,576,5340,4315,1025,4315,3143,1172,2018-01-01,zipcode,Umatilla
ZCTA5 32789,12,26568,73003,1153,437700,22031,9095,19053,1002,2609,3941,6102,5399,12708,11015,1693,11015,7534,3481,2018-01-01,zipcode,Winter park
ZCTA5 32792,12,50991,50943,1130,209600,43498,14772,36139,2290,7708,11975,9423,4743,23744,20657,3087,20657,9590,11067,2018-01-01,zipcode,Winter park
ZCTA5 32796,12,20948,45654,952,126700,17545,8586,15833,1293,5187,5935,2160,1258,10072,8202,1870,8202,6143,2059,2018-01-01,zipcode,Titusville
ZCTA5 32798,12,2595,42591,1061,78800,2442,1556,2199,191,725,868,317,98,1584,1294,290,1294,1208,86,2018-01-01,zipcode,Zellwood
ZCTA5 32801,12,12174,53628,1233,314200,11017,3275,10313,571,1959,2054,3518,2211,8951,7394,1557,7394,1679,5715,2018-01-01,zipcode,Orlando
ZCTA5 32803,12,19583,67009,1235,266300,17737,3897,16011,606,2200,4280,5507,3418,11142,9497,1645,9497,5162,4335,2018-01-01,zipcode,Orlando
ZCTA5 32804,12,17653,72782,1169,305500,14918,4746,13615,582,2982,3267,4481,2303,8885,7722,1163,7722,4887,2835,2018-01-01,zipcode,Orlando
ZCTA5 32805,12,20695,26584,778,115200,16608,7286,14643,3027,5242,3863,1879,632,9140,7706,1434,7706,2529,5177,2018-01-01,zipcode,Orlando
ZCTA5 32806,12,27768,60878,1107,242600,22828,7012,20383,1338,4699,5972,5498,2876,12478,11265,1213,11265,6589,4676,2018-01-01,zipcode,Orlando
ZCTA5 32807,12,34306,42781,1080,138100,27918,9528,23649,5076,8344,6225,2843,1161,13098,11820,1278,11820,5372,6448,2018-01-01,zipcode,Orlando
ZCTA5 32808,12,57443,35186,960,97400,43684,14106,35144,7426,12143,11226,2964,1385,19788,18106,1682,18106,7092,11014,2018-01-01,zipcode,Orlando
ZCTA5 32809,12,28258,43919,973,150100,22756,7729,19486,3869,7039,5379,2268,931,11015,9275,1740,9275,4833,4442,2018-01-01,zipcode,Orlando
ZCTA5 32810,12,39384,48727,1099,128400,30402,8937,26081,3058,8214,9018,4279,1512,14629,13447,1182,13447,6845,6602,2018-01-01,zipcode,Orlando
ZCTA5 32811,12,41246,35911,1080,86800,32271,8662,26323,3734,7463,9347,4045,1734,17581,15429,2152,15429,3751,11678,2018-01-01,zipcode,Orlando
ZCTA5 32812,12,35101,49611,1080,213600,29633,9694,25716,2040,6531,8705,5942,2498,15300,14144,1156,14144,7938,6206,2018-01-01,zipcode,Orlando
ZCTA5 32814,12,7155,93589,1807,440000,5905,1412,5367,112,507,881,1976,1891,3866,3165,701,3165,1431,1734,2018-01-01,zipcode,Orlando
ZCTA5 32817,12,35317,58958,1193,202100,29964,10653,21013,1824,4530,6928,5168,2563,13283,11528,1755,11528,6337,5191,2018-01-01,zipcode,Orlando
ZCTA5 32818,12,55586,43438,1037,155500,41721,12765,34118,6704,10651,10961,4374,1428,18058,16968,1090,16968,9283,7685,2018-01-01,zipcode,Orlando
ZCTA5 32819,12,27442,68964,1290,317300,22943,7504,19783,1293,3239,5807,6395,3049,14114,10142,3972,10142,6481,3661,2018-01-01,zipcode,Orlando
ZCTA5 32820,12,9240,81628,1305,255000,7189,1966,5989,622,1336,2028,1314,689,3093,2836,257,2836,2490,346,2018-01-01,zipcode,Orlando
ZCTA5 32821,12,17374,56090,1312,191500,15008,3767,12935,1008,2470,4489,3750,1218,12057,7232,4825,7232,2888,4344,2018-01-01,zipcode,Orlando
ZCTA5 32822,12,60781,37565,1104,117800,48199,16711,41365,6260,13732,13114,6078,2181,25590,22469,3121,22469,8764,13705,2018-01-01,zipcode,Orlando
ZCTA5 32824,12,46545,60405,1434,204200,36951,11576,31171,3825,7768,10977,6059,2542,15466,13039,2427,13039,8768,4271,2018-01-01,zipcode,Orlando
ZCTA5 32825,12,61550,57839,1201,198600,49559,15842,40828,4014,9601,14356,8948,3909,22489,20407,2082,20407,12632,7775,2018-01-01,zipcode,Orlando
ZCTA5 32826,12,36464,46240,1121,161500,33241,20523,13717,1808,3381,3612,3155,1761,8895,7646,1249,7646,4075,3571,2018-01-01,zipcode,Orlando
ZCTA5 32827,12,9421,76304,1653,284700,7270,2364,6285,334,1234,1495,1943,1279,4097,3498,599,3498,2184,1314,2018-01-01,zipcode,Orlando
ZCTA5 32828,12,65665,70619,1457,251700,51703,16369,41502,3138,7196,13122,11461,6585,22980,21327,1653,21327,13508,7819,2018-01-01,zipcode,Orlando
ZCTA5 32829,12,19888,67782,1424,217100,15267,4496,13377,953,3302,3874,3269,1979,7389,6230,1159,6230,4756,1474,2018-01-01,zipcode,Orlando
ZCTA5 32830,12,5,-666666666,-666666666,-666666666,5,0,5,0,0,5,0,0,5,5,0,5,0,5,2018-01-01,zipcode,Orlando
ZCTA5 32831,12,3280,38125,-666666666,-666666666,3269,3244,2857,1154,1130,490,38,45,115,25,90,25,25,0,2018-01-01,zipcode,Orlando
ZCTA5 32832,12,24325,87310,1591,322500,18305,5409,15824,660,1736,4359,5598,3471,10136,8170,1966,8170,5267,2903,2018-01-01,zipcode,Orlando
ZCTA5 32833,12,9697,59250,891,235000,7544,2342,6827,733,2179,1986,1024,905,3748,3271,477,3271,2556,715,2018-01-01,zipcode,Orlando
ZCTA5 32835,12,46058,54805,1299,223400,37338,8983,31121,2392,7014,9893,7876,3946,18741,16879,1862,16879,6759,10120,2018-01-01,zipcode,Orlando
ZCTA5 32836,12,20154,91060,1273,427700,16253,5929,14450,610,1798,3802,5303,2937,8511,7145,1366,7145,4758,2387,2018-01-01,zipcode,Orlando
ZCTA5 32837,12,54051,60460,1379,222100,42490,13262,36234,3465,8549,11530,8667,4023,20281,17084,3197,17084,9648,7436,2018-01-01,zipcode,Orlando
ZCTA5 32839,12,52371,36011,1033,126700,41773,13909,34613,6809,10634,10544,5210,1416,22728,18160,4568,18160,4044,14116,2018-01-01,zipcode,Orlando
ZCTA5 32901,12,24772,37225,918,134200,22232,11570,17913,1844,5450,5790,2832,1997,12933,10722,2211,10722,5035,5687,2018-01-01,zipcode,Melbourne
ZCTA5 32903,12,14090,79870,1248,329400,11931,4945,10980,285,1835,3280,3346,2234,6954,6012,942,6012,4881,1131,2018-01-01,zipcode,Indialantic
ZCTA5 32904,12,31206,65074,1257,199500,25390,11609,22421,1733,6248,7357,4029,3054,13218,11824,1394,11824,9265,2559,2018-01-01,zipcode,Melbourne
ZCTA5 32905,12,23395,37746,930,111100,19557,8850,16425,2067,5411,5511,2364,1072,11548,9508,2040,9508,4986,4522,2018-01-01,zipcode,Palm bay
ZCTA5 32907,12,44097,49769,1125,141000,36157,16323,30741,3283,10635,11266,4115,1442,16701,14883,1818,14883,11669,3214,2018-01-01,zipcode,Palm bay
ZCTA5 32908,12,13001,57313,1267,147800,9765,3883,8369,829,3195,2813,1118,414,4133,3996,137,3996,3237,759,2018-01-01,zipcode,Palm bay
ZCTA5 32909,12,30798,50285,1004,147800,24356,10186,21440,2144,7692,7546,2557,1501,12071,10760,1311,10760,8493,2267,2018-01-01,zipcode,Palm bay
ZCTA5 32920,12,10181,46806,864,228800,9361,4772,8781,450,2273,3202,1659,1197,8866,5380,3486,5380,3206,2174,2018-01-01,zipcode,Cape canaveral
ZCTA5 32922,12,15741,29066,746,88800,11991,5498,9930,2002,3358,3162,950,458,7613,5925,1688,5925,2308,3617,2018-01-01,zipcode,Cocoa
ZCTA5 32925,12,1506,49758,1417,-666666666,1116,406,829,49,123,354,210,93,492,440,52,440,0,440,2018-01-01,zipcode,Patrick afb
ZCTA5 32926,12,22350,50015,970,145500,19035,8873,16868,1989,5200,6143,2467,1069,9975,8365,1610,8365,6472,1893,2018-01-01,zipcode,Cocoa
ZCTA5 32927,12,26687,60761,1027,134100,21761,8273,19124,1852,6570,7061,2384,1257,11436,9401,2035,9401,8045,1356,2018-01-01,zipcode,Cocoa
ZCTA5 32931,12,14118,60494,1135,313800,12824,6947,11787,435,2616,3606,3091,2039,10931,7155,3776,7155,4763,2392,2018-01-01,zipcode,Cocoa beach
ZCTA5 32934,12,18761,66163,1377,225100,15956,7434,14078,869,3264,4837,2839,2269,7658,7132,526,7132,6093,1039,2018-01-01,zipcode,Melbourne
ZCTA5 32935,12,41550,47344,968,141400,34673,13860,30730,2908,10021,11070,4274,2457,19504,17006,2498,17006,10064,6942,2018-01-01,zipcode,Melbourne
ZCTA5 32937,12,27126,69642,1209,274200,22871,9911,20480,581,4355,6138,5564,3842,13502,11349,2153,11349,8608,2741,2018-01-01,zipcode,Satellite beach
ZCTA5 32940,12,39396,71198,1381,262000,33495,16240,29410,1090,5266,9421,7620,6013,17551,15694,1857,15694,12890,2804,2018-01-01,zipcode,Melbourne
ZCTA5 32948,12,7908,39683,744,150700,5825,2679,4493,1610,1269,1026,539,49,2180,1776,404,1776,1282,494,2018-01-01,zipcode,Fellsmere
ZCTA5 32949,12,2629,65227,1114,311500,2105,851,1944,88,572,839,238,207,1209,956,253,956,910,46,2018-01-01,zipcode,Grant
ZCTA5 32950,12,4222,67716,886,258900,3701,1553,3307,109,966,1133,754,345,1798,1683,115,1683,1562,121,2018-01-01,zipcode,Malabar
ZCTA5 32951,12,12029,71091,1535,329700,10697,6023,10147,379,2104,2891,2710,2063,7218,5310,1908,5310,4442,868,2018-01-01,zipcode,Melbourne beach
ZCTA5 32952,12,20732,73469,1114,270300,17598,7459,15539,668,3567,5144,3726,2434,9808,8432,1376,8432,6902,1530,2018-01-01,zipcode,Merritt island
ZCTA5 32953,12,24181,57281,955,245300,20389,8793,17933,1410,4696,5847,3967,2013,11475,9861,1614,9861,7247,2614,2018-01-01,zipcode,Merritt island
ZCTA5 32955,12,39127,68946,1224,207700,32192,13257,29065,1712,7376,10062,6130,3785,17722,15167,2555,15167,11475,3692,2018-01-01,zipcode,Rockledge
ZCTA5 32958,12,27676,50752,995,171100,24125,13726,22098,2066,8310,6900,3018,1804,13611,10839,2772,10839,8930,1909,2018-01-01,zipcode,Sebastian
ZCTA5 32960,12,20960,38133,864,158100,17805,8183,15579,1705,5382,5048,2245,1199,11414,8364,3050,8364,4742,3622,2018-01-01,zipcode,Vero beach
ZCTA5 32962,12,26469,47643,968,135400,21867,10017,19785,3229,5327,7452,2594,1183,12931,9025,3906,9025,7283,1742,2018-01-01,zipcode,Vero beach
ZCTA5 32963,12,14790,110471,1518,609500,14044,9376,13481,468,1122,2987,4642,4262,12303,7181,5122,7181,6653,528,2018-01-01,zipcode,Vero beach
ZCTA5 32966,12,17868,46464,1037,123100,15992,9670,14946,1168,4876,4699,2546,1657,10914,7934,2980,7934,5872,2062,2018-01-01,zipcode,Vero beach
ZCTA5 32967,12,21111,49613,965,204200,16841,7914,14876,2164,5008,3923,2171,1610,10456,7604,2852,7604,5723,1881,2018-01-01,zipcode,Vero beach
ZCTA5 32968,12,14015,78349,1287,253800,11662,5184,10196,624,2943,3398,2223,1008,5291,4615,676,4615,4288,327,2018-01-01,zipcode,Vero beach
ZCTA5 32970,12,204,13488,-666666666,59500,204,204,204,0,173,0,15,16,160,82,78,82,82,0,2018-01-01,zipcode,Wabasso
ZCTA5 32976,12,9001,36049,842,84900,8469,6122,8223,836,3471,2741,784,391,6713,4662,2051,4662,4133,529,2018-01-01,zipcode,Sebastian
ZCTA5 33001,12,323,44338,2175,322600,319,172,313,34,152,68,51,8,730,201,529,201,134,67,2018-01-01,zipcode,Long key
ZCTA5 33004,12,16812,44137,1248,190900,13814,4851,12393,1275,3715,4232,2141,1030,8370,6561,1809,6561,3121,3440,2018-01-01,zipcode,Dania
ZCTA5 33009,12,41276,37794,1190,202700,34753,13671,31081,4780,8297,8687,5583,3734,29937,18421,11516,18421,9570,8851,2018-01-01,zipcode,Hallandale
ZCTA5 33010,12,47231,27116,981,213800,40572,18000,36240,12481,12714,6544,3406,1095,15765,15108,657,15108,4680,10428,2018-01-01,zipcode,Hialeah
ZCTA5 33012,12,75666,32241,1105,206400,64872,28420,57737,16501,19166,13217,6580,2273,24936,23929,1007,23929,11160,12769,2018-01-01,zipcode,Hialeah
ZCTA5 33013,12,32980,32461,1102,220900,28617,12598,25895,8595,9729,4496,2257,818,9965,9543,422,9543,5454,4089,2018-01-01,zipcode,Hialeah
ZCTA5 33014,12,41316,38846,1236,243400,34282,14021,30386,6966,9074,7341,4567,2438,14942,14119,823,14119,6094,8025,2018-01-01,zipcode,Hialeah
ZCTA5 33015,12,66272,50426,1347,241300,53393,17647,45035,6555,13700,14301,6993,3486,22384,21075,1309,21075,10986,10089,2018-01-01,zipcode,Hialeah
ZCTA5 33016,12,51003,44330,1328,199400,41968,15056,35910,7886,12035,8497,5366,2126,15446,14948,498,14948,8180,6768,2018-01-01,zipcode,Hialeah
ZCTA5 33018,12,52526,60063,1592,249400,43107,13403,37090,7211,11939,9531,5853,2556,14516,14004,512,14004,10279,3725,2018-01-01,zipcode,Hialeah
ZCTA5 33019,12,14933,80727,1582,427400,12950,5541,12069,575,1863,3484,3278,2869,12568,6880,5688,6880,5076,1804,2018-01-01,zipcode,Hollywood
ZCTA5 33020,12,44578,41641,1050,196100,37090,10735,32719,4799,10426,9864,5156,2474,21803,18546,3257,18546,6143,12403,2018-01-01,zipcode,Hollywood
ZCTA5 33021,12,49350,57926,1303,254600,40328,14720,35224,4299,9187,11392,6076,4270,21386,18255,3131,18255,11829,6426,2018-01-01,zipcode,Hollywood
ZCTA5 33023,12,73671,50406,1235,187200,57989,18582,48438,8177,16266,16682,4977,2336,22025,20500,1525,20500,13523,6977,2018-01-01,zipcode,Hollywood
ZCTA5 33024,12,75306,58893,1327,220100,59584,17965,50541,6630,16642,15238,8017,4014,26011,23426,2585,23426,15739,7687,2018-01-01,zipcode,Hollywood
ZCTA5 33025,12,71763,57219,1405,215500,57489,18060,49794,3114,14767,19066,7925,4922,28017,24198,3819,24198,11355,12843,2018-01-01,zipcode,Hollywood
ZCTA5 33026,12,31045,74362,1668,251100,25601,8236,22266,1407,4724,7323,5331,3481,12070,11307,763,11307,9253,2054,2018-01-01,zipcode,Hollywood
ZCTA5 33027,12,60191,63227,1456,307000,49898,21011,44106,2802,11475,14394,8783,6652,24134,21138,2996,21138,16783,4355,2018-01-01,zipcode,Hollywood
ZCTA5 33028,12,27235,103811,1961,373600,21959,6357,18371,843,3166,5835,5248,3279,9003,8054,949,8054,6149,1905,2018-01-01,zipcode,Pembroke pines
ZCTA5 33029,12,47895,107109,2612,379100,37804,12932,30529,1792,6744,9390,7854,4749,14105,12773,1332,12773,11261,1512,2018-01-01,zipcode,Hollywood
ZCTA5 33030,12,35701,37576,1039,195100,26022,9339,21617,8340,6269,4586,1492,930,9678,9011,667,9011,3431,5580,2018-01-01,zipcode,Homestead
ZCTA5 33031,12,7387,73193,1299,381900,5655,1695,4938,1026,1683,1296,462,471,2052,1925,127,1925,1652,273,2018-01-01,zipcode,Homestead
ZCTA5 33032,12,47067,48341,1204,221100,34966,11244,27962,5841,8126,7796,4466,1733,13255,12314,941,12314,6714,5600,2018-01-01,zipcode,Homestead
ZCTA5 33033,12,58224,45782,1252,197000,42367,15594,35001,8826,9398,9648,4850,2279,16622,15375,1247,15375,8391,6984,2018-01-01,zipcode,Homestead
ZCTA5 33034,12,23281,36363,1058,113200,16419,8130,14194,5959,3842,3418,738,237,5673,4894,779,4894,1810,3084,2018-01-01,zipcode,Homestead
ZCTA5 33035,12,15658,51207,1455,167700,11478,3015,9472,1357,2764,2883,1453,1015,5177,4390,787,4390,1830,2560,2018-01-01,zipcode,Homestead
ZCTA5 33036,12,3274,76080,1397,635100,3090,1316,2832,87,799,900,712,334,3578,1519,2059,1519,1245,274,2018-01-01,zipcode,Islamorada
ZCTA5 33037,12,10955,63979,1443,422100,9515,4252,8974,845,2338,2857,1603,1331,10689,4630,6059,4630,3484,1146,2018-01-01,zipcode,Key largo
ZCTA5 33039,12,356,75046,-666666666,236700,345,52,273,71,128,74,0,0,106,106,0,106,106,0,2018-01-01,zipcode,Homestead
ZCTA5 33040,12,34784,67740,1739,499000,29527,8463,25905,2482,6924,7882,5230,3387,17812,13160,4652,13160,5853,7307,2018-01-01,zipcode,Key west
ZCTA5 33042,12,6524,83530,1822,486900,5900,2356,5636,299,1376,1672,1496,793,4937,3002,1935,3002,2275,727,2018-01-01,zipcode,Summerland key
ZCTA5 33043,12,4928,58479,1675,368100,4279,1667,3998,319,1109,1336,845,389,2937,2023,914,2023,1531,492,2018-01-01,zipcode,Big pine key
ZCTA5 33050,12,9433,55846,1319,403700,8332,3064,7194,692,2336,2211,1328,627,6784,3910,2874,3910,2230,1680,2018-01-01,zipcode,Marathon
ZCTA5 33051,12,569,90625,1313,566800,569,257,569,30,176,125,150,88,1421,349,1072,349,223,126,2018-01-01,zipcode,Key colony beach
ZCTA5 33054,12,32035,24597,857,141400,24801,12131,19976,5462,8752,3734,1663,365,10155,9072,1083,9072,4247,4825,2018-01-01,zipcode,Opa locka
ZCTA5 33055,12,43405,43373,1315,179200,35129,14836,29968,6666,11982,6803,2979,1538,11999,11368,631,11368,8591,2777,2018-01-01,zipcode,Opa locka
ZCTA5 33056,12,36409,40985,1182,164700,28489,11261,23604,4591,8507,7256,2208,1042,10701,9860,841,9860,6224,3636,2018-01-01,zipcode,Miami gardens
ZCTA5 33060,12,37168,43924,1106,238000,29358,11305,25587,5230,8059,7243,3040,2015,14714,12867,1847,12867,5557,7310,2018-01-01,zipcode,Pompano beach
ZCTA5 33062,12,22014,62162,1336,342100,20403,10511,19786,1358,4438,5557,4963,3470,21346,12053,9293,12053,8637,3416,2018-01-01,zipcode,Pompano beach
ZCTA5 33063,12,54937,45964,1387,166400,46633,16361,42107,5205,15042,12484,6741,2635,26343,22261,4082,22261,15313,6948,2018-01-01,zipcode,Pompano beach
ZCTA5 33064,12,61397,49984,1258,172700,48567,15765,42515,8140,14735,10031,7052,2557,24179,20480,3699,20480,13071,7409,2018-01-01,zipcode,Pompano beach
ZCTA5 33065,12,57399,54621,1312,260800,44074,12894,36637,3945,10104,12087,7301,3200,19684,17886,1798,17886,8908,8978,2018-01-01,zipcode,Coral springs
ZCTA5 33066,12,16786,47605,1193,122000,15306,7973,14193,1078,4083,4377,2686,1969,11002,8673,2329,8673,7082,1591,2018-01-01,zipcode,Pompano beach
ZCTA5 33067,12,27784,98750,1641,434400,21728,5908,18345,559,3123,5278,5278,4107,9430,8714,716,8714,6125,2589,2018-01-01,zipcode,Pompano beach
ZCTA5 33068,12,51617,44857,1366,165800,40102,10434,33638,5049,13418,9693,3482,1996,18189,16131,2058,16131,9313,6818,2018-01-01,zipcode,Pompano beach
ZCTA5 33069,12,27612,47279,1274,154000,23879,11126,20780,3121,6430,5662,3738,1829,14426,10453,3973,10453,5144,5309,2018-01-01,zipcode,Pompano beach
ZCTA5 33070,12,5518,68375,1631,487300,4693,1866,4162,392,1064,1245,970,491,4522,2175,2347,2175,1487,688,2018-01-01,zipcode,Tavernier
ZCTA5 33071,12,39839,89440,1525,353900,31400,9224,26773,1460,5136,8598,7482,4097,13472,12879,593,12879,8209,4670,2018-01-01,zipcode,Coral springs
ZCTA5 33073,12,34652,75640,1694,304200,26559,7039,22077,1277,6250,6828,5733,1989,12342,11338,1004,11338,6384,4954,2018-01-01,zipcode,Pompano beach
ZCTA5 33076,12,36600,124303,2344,481700,27425,8996,23161,850,3521,5458,7956,5376,12289,11501,788,11501,9192,2309,2018-01-01,zipcode,Pompano beach
ZCTA5 33101,12,0,-666666666,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-01-01,zipcode,Miami
ZCTA5 33109,12,475,223618,-666666666,2000001,475,296,475,0,55,20,222,178,961,273,688,273,232,41,2018-01-01,zipcode,Miami beach
ZCTA5 33122,12,109,-666666666,2174,-666666666,81,37,69,0,11,11,35,12,47,47,0,47,0,47,2018-01-01,zipcode,Miami
ZCTA5 33125,12,61492,27518,1004,214400,52425,23382,46307,15145,17281,7578,4705,1598,22576,20893,1683,20893,5212,15681,2018-01-01,zipcode,Miami
ZCTA5 33126,12,52987,35319,1228,185000,45530,17162,40257,8166,13594,9163,6860,2474,19590,18026,1564,18026,6140,11886,2018-01-01,zipcode,Miami
ZCTA5 33127,12,33464,30231,961,183900,26451,11009,22679,6572,7930,4815,2293,1069,11414,10096,1318,10096,2828,7268,2018-01-01,zipcode,Miami
ZCTA5 33128,12,7585,18920,773,180100,6404,2750,5768,2473,1891,847,441,116,3456,3113,343,3113,169,2944,2018-01-01,zipcode,Miami
ZCTA5 33129,12,13128,82143,1829,488800,11260,3082,10205,551,1016,1444,3703,3491,8447,6210,2237,6210,3018,3192,2018-01-01,zipcode,Miami
ZCTA5 33130,12,27818,30618,1096,288000,24055,8601,21407,5202,5364,3743,3926,3172,16246,12767,3479,12767,1939,10828,2018-01-01,zipcode,Miami
ZCTA5 33131,12,16715,88917,2252,473700,14842,3419,13700,234,977,1900,5164,5425,15495,9417,6078,9417,3035,6382,2018-01-01,zipcode,Miami
ZCTA5 33132,12,12895,77779,1964,483100,12088,4330,10835,984,1434,2072,3570,2775,9223,6389,2834,6389,1668,4721,2018-01-01,zipcode,Miami
ZCTA5 33133,12,34460,63992,1434,628600,28193,10209,25845,2320,5574,5194,6632,6125,16969,13628,3341,13628,6466,7162,2018-01-01,zipcode,Miami
ZCTA5 33134,12,41861,67818,1376,475700,35905,12504,32648,3343,6173,7181,8583,7368,18720,16304,2416,16304,8650,7654,2018-01-01,zipcode,Miami
ZCTA5 33135,12,39789,27172,998,262300,33829,14019,30028,8979,11317,4687,3540,1505,15573,14517,1056,14517,2854,11663,2018-01-01,zipcode,Miami
ZCTA5 33136,12,14839,24702,824,173700,12313,4632,10641,2544,3643,2539,1374,541,6961,5830,1131,5830,791,5039,2018-01-01,zipcode,Miami
ZCTA5 33137,12,23965,60259,1616,339900,20897,5667,18623,2284,3557,4683,5125,2974,12263,10039,2224,10039,2659,7380,2018-01-01,zipcode,Miami
ZCTA5 33138,12,29867,47604,949,415700,24624,7910,22178,3736,4428,5590,5134,3290,13956,12447,1509,12447,5689,6758,2018-01-01,zipcode,Miami
ZCTA5 33139,12,38606,52278,1426,398800,34243,9489,32026,2988,5350,7006,9374,7308,33000,20882,12118,20882,7237,13645,2018-01-01,zipcode,Miami beach
ZCTA5 33140,12,21807,79804,1632,621200,17886,7007,16390,1414,2172,3551,4742,4511,17812,9181,8631,9181,5342,3839,2018-01-01,zipcode,Miami beach
ZCTA5 33141,12,40005,48096,1273,323600,34823,9651,31369,3708,7882,8170,6550,5059,23519,17739,5780,17739,5391,12348,2018-01-01,zipcode,Miami beach
ZCTA5 33142,12,58574,24106,901,156800,45910,20505,39130,12864,13727,8101,3195,1243,21156,18983,2173,18983,5000,13983,2018-01-01,zipcode,Miami
ZCTA5 33143,12,32197,67170,1321,563400,26567,8732,23489,1294,3803,5970,6860,5562,13799,12274,1525,12274,6599,5675,2018-01-01,zipcode,Miami
ZCTA5 33144,12,30235,44611,1320,281200,26525,10284,24196,5172,7597,6014,3739,1674,9480,9175,305,9175,5362,3813,2018-01-01,zipcode,Miami
ZCTA5 33145,12,31465,51181,1413,340200,27289,9506,24520,4194,7097,5237,4507,3485,12803,11555,1248,11555,5664,5891,2018-01-01,zipcode,Miami
ZCTA5 33146,12,16156,121319,2179,868300,13667,6412,7960,329,609,1428,2504,3090,4920,4077,843,4077,3083,994,2018-01-01,zipcode,Miami
ZCTA5 33147,12,47834,30632,1007,139800,37404,16321,31773,9151,12177,7009,2172,1264,15808,14189,1619,14189,6520,7669,2018-01-01,zipcode,Miami
ZCTA5 33149,12,13054,133958,2448,1218200,9781,3965,8502,129,663,1458,3260,2992,7340,4367,2973,4367,3105,1262,2018-01-01,zipcode,Key biscayne
ZCTA5 33150,12,29839,28069,864,174200,22721,9049,19195,5428,6507,4623,1676,961,10858,9733,1125,9733,2934,6799,2018-01-01,zipcode,Miami
ZCTA5 33154,12,14790,74212,1805,592500,11540,4674,10450,443,1322,2835,3289,2561,10776,6272,4504,6272,3428,2844,2018-01-01,zipcode,Miami beach
ZCTA5 33155,12,47450,63653,1447,335900,40248,14919,35562,5186,9602,9190,7246,4338,15483,14518,965,14518,10378,4140,2018-01-01,zipcode,Miami
ZCTA5 33156,12,34167,112373,1664,812100,27533,10467,23180,1191,3256,4709,7127,6897,12726,10991,1735,10991,7800,3191,2018-01-01,zipcode,Miami
ZCTA5 33157,12,68402,63943,1150,287900,53250,19472,45202,6525,13109,11761,9191,4616,20958,19426,1532,19426,13023,6403,2018-01-01,zipcode,Miami
ZCTA5 33158,12,6641,159914,2338,667000,5121,1864,4414,117,435,644,1329,1889,2285,2110,175,2110,1976,134,2018-01-01,zipcode,Miami
ZCTA5 33160,12,41113,52170,1503,296300,35605,15036,32746,2083,5035,10890,8372,6366,36461,19617,16844,19617,10704,8913,2018-01-01,zipcode,North miami beach
ZCTA5 33161,12,55663,36618,1076,213800,43542,15247,36364,9030,10477,9707,4986,2164,17931,15904,2027,15904,6162,9742,2018-01-01,zipcode,Miami
ZCTA5 33162,12,48185,42643,1110,182800,38187,13169,31727,7106,9330,9747,3973,1571,14727,12927,1800,12927,6959,5968,2018-01-01,zipcode,Miami
